Business Name,Business Type,Address,Phone Number,Rating,Online Delivery,Website
Shawarma Al Basha,Lebanese,440 SW 8th St,+17865024445,4.5,Yes,https://www.yelp.com/biz/shawar-al-basha-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sorbillo,Pizza,100 Collins Ave,,4,Yes,https://www.yelp.com/biz/sorbillo-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Boulangerie Boul'Mich - Coral Way,"Breakfast & Brunch, Cafes, Delis",1242 Coral Way,+13058581080,3.5,Yes,https://www.yelp.com/biz/la-boulangerie-boulmich-coral-way-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Holy Bagels & Pizzeria,"Pizza, Sushi Bars, Kosher",93 NW 1st St,+13059617878,4,Yes,https://www.yelp.com/biz/holy-bagels-and-pizzeria-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Bombay Grill,Indian,232 12th St,+13055343996,3,Yes,https://www.yelp.com/biz/bombay-grill-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Imperial Moto Cafe,"Coffee & Tea, Motorcycle Gear, Cafes",7299 NW 2nd Ave,+13053645083,5,Yes,https://www.yelp.com/biz/imperial-moto-cafe-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Hard Rock Cafe,"American (Traditional), Burgers",401 Biscayne Blvd,+13053773110,3,Yes,https://www.yelp.com/biz/hard-rock-cafe-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Icon On Ocean,American (New),860 Ocean Dr,+13055325812,3,Yes,https://www.yelp.com/biz/icon-on-ocean-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Jass Kitchen,"Mediterranean, Jazz & Blues, Wine Bars",190 NE 46th St,+13056038748,4.5,No,https://www.yelp.com/biz/jass-kitchen-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Bleau Bar,Bars,4441 Collins Ave,+13055382000,4,No,https://www.yelp.com/biz/bleau-bar-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pinocchio On The Bay,Cafeteria,1830 N Bayshore Dr,,4.5,No,https://www.yelp.com/biz/pinocchio-on-the-bay-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Nathan's Video Bar,Gay Bars,1216 Washington Ave,+13056009494,5,No,https://www.yelp.com/biz/nathans-video-bar-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Cake Lounge Miami,"Bakeries, Cupcakes, Custom Cakes",1245 SW 22nd St,+17863850237,4.5,No,https://www.yelp.com/biz/cake-lounge-miami-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Costa Med Bistro + Wine,"Italian, Mediterranean, Wine Bars",260 Crandon Blvd,+13053617575,4.5,No,https://www.yelp.com/biz/costa-med-bistro-wine-key-biscayne-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Atlantica Seafood Restaurant & Market,"Seafood, Seafood Markets",3501 Rickenbacker Cswy,+13053610177,3.5,No,https://www.yelp.com/biz/atlantica-seafood-restaurant-and-market-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Dirty Rabbit,"Bars, Dance Clubs",151 NW 24th St,+13058123308,3.5,No,https://www.yelp.com/biz/the-dirty-rabbit-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Fifi's Seafood Restaurant,"Seafood, Breakfast & Brunch, Steakhouses",6934 Collins Ave,+13058655665,3.5,Yes,https://www.yelp.com/biz/fifis-seafood-restaurant-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Provence,"Bakeries, Breakfast & Brunch, Coffee & Tea",433 W 41st St,+13056724951,3.5,Yes,https://www.yelp.com/biz/la-provence-miami-beach-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Rickenbacker Causeway,Local Flavor,Rickenbacker Cswy,+13054681221,4.5,No,https://www.yelp.com/biz/rickenbacker-causeway-key-biscayne?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Bass,"Venues & Event Spaces, Art Museums, Community Service/Non-Profit",2100 Collins Ave,+13056737530,3.5,No,https://www.yelp.com/biz/the-bass-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Knife Parrilla Argentina - Bayside's Marketplace,"Steakhouses, Argentine, Salad",401 Biscayne Blvd,+17862320040,3,No,https://www.yelp.com/biz/the-knife-parrilla-argentina-baysides-marketplace-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Cane A Sucre,"French, Sandwiches, Breakfast & Brunch",21 NW Miami Ct,+13053774722,4,Yes,https://www.yelp.com/biz/cane-a-sucre-miami-5?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Naan Indian Eats,"Pop-Up Restaurants, Indian",1351 Collins Ave,+17863535313,4.5,Yes,https://www.yelp.com/biz/naan-indian-eats-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Momi Market,"Japanese, Sushi Bars",1036 S Miami Ave,+13052981803,5,No,https://www.yelp.com/biz/momi-market-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
2 Korean Girls,"Korean, Vegan, Food Delivery Services",,,4.5,Yes,https://www.yelp.com/biz/2-korean-girls-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Jackson Soul Food,"Soul Food, Caterers, Breakfast & Brunch",950 NW 3rd Ave,+13053747661,3.5,Yes,https://www.yelp.com/biz/jackson-soul-food-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Prima Classe,"Cafes, Specialty Food, Italian",842 1st St,+13057638431,4.5,Yes,https://www.yelp.com/biz/prima-classe-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Dale Arepa Bar & Healthy Bistro,"Venezuelan, Desserts, Juice Bars & Smoothies",1711 Coral Way,+17865584838,4.5,Yes,https://www.yelp.com/biz/dale-arepa-bar-and-healthy-bistro-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Novela Cafe Social,Breakfast & Brunch,2323 N Miami Ave,+17867725615,4.5,Yes,https://www.yelp.com/biz/novela-cafe-social-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Cachito Coffee And Bakery,"Bakeries, Coffee Roasteries, Breakfast & Brunch",1542 Alton Rd,,5,Yes,https://www.yelp.com/biz/cachito-coffee-and-bakery-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
China Moon,Chinese,1540 Alton Rd,+13055328758,3.5,Yes,https://www.yelp.com/biz/china-moon-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Kuenko,"Japanese, Spanish",600 NW 1st Ave,,4,Yes,https://www.yelp.com/biz/kuenko-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Rice Mediterranean Kitchen,"Mediterranean, Persian/Iranian, Middle Eastern",2500 Biscayne Blvd,+13057056090,4,Yes,https://www.yelp.com/biz/rice-mediterranean-kitchen-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Yip - Wynwood,Dim Sum,143 NW 23rd St,+13057689826,4,Yes,https://www.yelp.com/biz/yip-wynwood-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
FunDimension,"Arcades, Laser Tag, Amusement Parks",2129 NW 1st Ct,+17863601766,4,No,https://www.yelp.com/biz/fundimension-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Natura Eatery,"Salad, Juice Bars & Smoothies, Breakfast & Brunch",75 NE 16th St,+13059520447,4.5,Yes,https://www.yelp.com/biz/natura-eatery-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Smokey Trails BBQ,"Barbeque, Food Trucks",10400 NW 7th Ave,+12536702123,4.5,Yes,https://www.yelp.com/biz/smokey-trails-bbq-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Maurice A Ferré Park,Parks,1075 Biscayne Blvd,,4.5,No,https://www.yelp.com/biz/maurice-a-ferr%C3%A9-park-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Manolo And Rene Grill,"Latin American, Burgers, Sandwiches",188 NE 3rd Ave,+13053584488,3.5,Yes,https://www.yelp.com/biz/manolo-and-rene-grill-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Casa Juancho,"Spanish, Basque, Tapas/Small Plates",2436 SW 8th St,+13056422452,3.5,Yes,https://www.yelp.com/biz/casa-juancho-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Cuba Cafe,Cafes,203 11th St,+17867553764,4.5,Yes,https://www.yelp.com/biz/cuba-cafe-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Red Carpet Italian Restaurant,Italian,69 E Flagler St,+17866189138,4.5,Yes,https://www.yelp.com/biz/red-carpet-italian-restaurant-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Taco Chido,Tacos,2901 NE 2nd Ave,+17863133093,3.5,Yes,https://www.yelp.com/biz/taco-chido-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Mayami Wynwood,"Mexican, Cocktail Bars",127 NW 23rd St,+17866601341,3,Yes,https://www.yelp.com/biz/mayami-wynwood-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Licking South Beach,"Soul Food, Chicken Wings",754 Washington Ave,+13053978588,2.5,Yes,https://www.yelp.com/biz/the-licking-south-beach-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
David T. Kennedy Park,Parks,2600 S Bayshore Dr,+13058543859,4.5,No,https://www.yelp.com/biz/david-t-kennedy-park-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Dr Smood - Sunset Harbour Organic Cafe,"Coffee & Tea, Juice Bars & Smoothies, Cafes",1800 Bay Rd,+17866755412,3.5,Yes,https://www.yelp.com/biz/dr-smood-sunset-harbour-organic-cafe-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Water Lion Wine + Alchemy,Wine Bars,1671 Collins Ave,+13055358088,5,No,https://www.yelp.com/biz/water-lion-wine-alchemy-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
iKrave,"Southern, American (Traditional), Breakfast & Brunch",4799 NW 7th Ave,+17867474161,4,Yes,https://www.yelp.com/biz/ikrave-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sergios,Cuban,3252 SW 22nd St,+13055290047,3.5,Yes,https://www.yelp.com/biz/sergios-miami-12?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Matador Bar,"Cocktail Bars, Lounges",2901 Collins Ave,+17862574500,4.5,No,https://www.yelp.com/biz/matador-bar-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Talkin Tacos - Wynwood,Tacos,172 NW 24th St,+17867793885,4.5,Yes,https://www.yelp.com/biz/talkin-tacos-wynwood-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
TRAN AN,"Vietnamese, Sandwiches, Soup",140 NE 39th St,,3.5,Yes,https://www.yelp.com/biz/tran-an-miami-6?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Giselle Miami,"Mediterranean, Lounges, Asian Fusion",15 NE 11th St,+13053589848,4.5,No,https://www.yelp.com/biz/giselle-miami-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Piola,"Pizza, Italian",4000 Collins Ave,+17868038825,4,Yes,https://www.yelp.com/biz/piola-miami-beach-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Moises Bakery,"Bakeries, Venezuelan, Patisserie/Cake Shop",7310 Collins Ave,+13058680548,4,Yes,https://www.yelp.com/biz/moises-bakery-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Tacombi,Mexican,3930 NE 2nd Ave,+17865585607,4,Yes,https://www.yelp.com/biz/tacombi-design-district-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Cebada Rooftop,"Wine Bars, Cocktail Bars, Seafood",124 Giralda Ave,+17864092287,4,No,https://www.yelp.com/biz/cebada-rooftop-coral-gables?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
El Rincon Asturiano,Spanish,225 SW 17th Ave,+13056438822,4,Yes,https://www.yelp.com/biz/el-rincon-asturiano-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Thank You Miami Cocina & Beerhouse,"Bars, Comedy Clubs, American (New)",1701 W Flagler St,+13053421208,5,No,https://www.yelp.com/biz/thank-you-miami-cocina-and-beerhouse-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Dewey's Tavern,"Pubs, Sports Bars",852 Alton Rd,,3.5,No,https://www.yelp.com/biz/deweys-tavern-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Boteco,"Bars, Brazilian, Burgers",916 NE 79th St,+17863532555,3.5,Yes,https://www.yelp.com/biz/boteco-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Taste Cafe,"Breakfast & Brunch, American (New), Cafes",773 17th St,+13053978573,4.5,Yes,https://www.yelp.com/biz/taste-cafe-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Finnegan's Road,"American (New), Pubs, Sports Bars",942 Lincoln Rd,+13055387997,2.5,Yes,https://www.yelp.com/biz/finnegans-road-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Como Como,"Seafood, Mexican, Cocktail Bars",919 Washington Ave,+13054238004,4,No,https://www.yelp.com/biz/como-como-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Terras,"Cocktail Bars, Tapas/Small Plates",528 SW 9th Ave,+13052041793,4,Yes,https://www.yelp.com/biz/terras-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Baccarat Boutique B Bar & Lounge,"Lounges, Jewelry, Lighting Stores",140 NE 39th St,+17868705808,4.5,Yes,https://www.yelp.com/biz/baccarat-boutique-b-bar-and-lounge-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pizza Tropical,Pizza,176 NW 24th St,+18557328992,4,Yes,https://www.yelp.com/biz/pizza-tropical-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pega Grill,"Greek, Wraps, Breakfast & Brunch",15 E Flagler St,+13058086666,4,Yes,https://www.yelp.com/biz/pega-grill-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Crepes and Waffles Bar,"Waffles, Creperies, Gelato",144 NE 27th St,+17865533562,4.5,Yes,https://www.yelp.com/biz/the-crepes-and-waffles-bar-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Plantisserie - Plant Based Organic Deli & Market,"Vegan, Organic Stores, Gluten-Free",7316 NE 2nd Ave,+17865023363,4.5,Yes,https://www.yelp.com/biz/the-plantisserie-plant-based-organic-deli-and-market-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Amore Restaurant and Bar,"Italian, Bars, Seafood",94 Miracle Mile,+13052003216,4.5,Yes,https://www.yelp.com/biz/amore-restaurant-and-bar-coral-gables-6?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Casita,"Cuban, Latin American",3805 SW 8th St,+13054488224,4,No,https://www.yelp.com/biz/la-casita-coral-gables?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Miami Kava ,"Lounges, Venues & Event Spaces, Vegan",370 NE 75th St,+13056038258,4.5,Yes,https://www.yelp.com/biz/miami-kava-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Beijing Cafe,Chinese,6950 Collins Ave,+13058662855,4,Yes,https://www.yelp.com/biz/beijing-cafe-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Amazonica,"Shaved Ice, Juice Bars & Smoothies, Colombian",5030 NE 2nd Ave,+13053366198,4,Yes,https://www.yelp.com/biz/amazonica-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
iSushi,"Japanese, Sushi Bars",3301 NE 1st Ave,+13055488751,3.5,Yes,https://www.yelp.com/biz/isushi-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
El Pub,"Cuban, Seafood, Sandwiches",1548 SW 8th St,+13056429942,3.5,Yes,https://www.yelp.com/biz/el-pub-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
El Salón,Speakeasies,1438 Washington Ave,+13058098050,4.5,No,https://www.yelp.com/biz/el-sal%C3%B3n-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
K&K Billiards Miami,"Sports Bars, Pool Halls, Beer Bar",1090 NE 79th St,+13055308805,4.5,Yes,https://www.yelp.com/biz/k-and-k-billiards-miami-miami-7?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Wetlab,Dive Bars,4600 Rickenbacker Cswy,,4.5,No,https://www.yelp.com/biz/the-wetlab-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Romanicos Chocolate,"Chocolatiers & Shops, Desserts",2337 Coral Way,+13058549936,4.5,Yes,https://www.yelp.com/biz/romanicos-chocolate-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
P.F. Chang's,"Asian Fusion, Chinese",901 S Miami Ave,+13053580732,3,Yes,https://www.yelp.com/biz/p-f-changs-miami-7?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Meet Dalia,Mediterranean,640 Ocean Dr,+17862063881,4.5,Yes,https://www.yelp.com/biz/meet-dalia-miami-beach-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pinecrest Bakery - Miami Beach,"Cafes, Cuban, Bakeries",1511 Alton Rd,+17867175958,2.5,Yes,https://www.yelp.com/biz/pinecrest-bakery-miami-beach-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
